Ticker,ScanDate,Score,MxV,RunUp,RSI,ATRX,REL_VOL,Gap,TypicalPriceDist,Volume,MarketCap,Float%,PriceToHigh,PriceTo52WHigh,ScanPrice,ScanChange%,IntraHigh,IntraLow,DayRunUp%,PeakScoreTime,PeakScorePrice,CurrentPrice,EntryChange%,MaxDrop%,BestDay,TP10_Hit,TP15_Hit,TP20_Hit,Volume_raw,MarketCap_raw,Float_pct_raw,PriceToHigh_raw,PriceTo52WHigh_raw,MxV_calc,REL_VOL_calc,Open_price_raw,PrevClose_raw,High_today_raw,Low_today_raw,TypicalPrice_raw,ATR14_raw,Week52High_raw,AvgVolume_raw,FloatShares_raw,SharesOutstanding_raw,ATRX_calc,RunUp_calc,Gap_calc,TypicalPriceDist_calc,cat_merger_acquisition,cat_fda_approval,cat_clinical_trial,cat_marketing_announcement,cat_earnings_report,cat_regulatory_compliance,cat_lawsuit,cat_share_dilution,cat_reverse_split,cat_no_clear_reason,D1_Gap%,FirstScanTime,LastScanTime,ScanCount,ScoreAtFirst,ScoreAtLast,ScoreMax,ScoreMin,ScoreStd,Score_I,Score_B,Score_C,Score_D,Score_E,Score_F,Score_G,Score_H,PeakScore,D0_Close,D0_Volume,D0_Drop%,IntraDay_TP10,SL_Hit_D0,MinToClose,D1_Open,D1_High,D1_Low,D1_Close,D2_Open,D2_High,D2_Low,D2_Close,SL_Hit_D5,IntraDay_SL,D0_Open,D0_High,D0_Low,D0_Drop%_from_High,Price_vs_SMA20,Consecutive_Up,RealFloat,RealFloat_M,Sector,Industry,MarketCapCategory,EntryScore,D3_Open,D3_High,D3_Low,D3_Close,D4_Open,D4_High,D4_Low,D4_Close,D5_Open,D5_High,D5_Low,D5_Close,audit_flag,Score_recalc_date,DaysSinceIPO,score_version
AFJK,2026-04-09,30.0,93.51,143.89,0.0,nan,34.98,0.0,0.0,nan,nan,nan,nan,nan,71.24,0.0,80.84,32.21,144.97,10:40,62.6,nan,nan,-45.31,2,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.15,09:24,14:59,337.0,22.96,67.47,68.56,22.91,10.83,20,30,20,25,30,25,45,25,68.56,67.86,529400.0,-4.74,1.0,1.0,260.0,63.3,72.27,51.0,56.0,52.1,52.1,38.96,40.4,0,0,29.21,85.0,29.21,-20.16,139.72,2.0,4396751.0,4.4,Financial Services,Shell Companies,Micro,nan,60.51,60.51,60.51,60.51,60.51,60.51,60.51,60.51,60.51,60.51,60.51,60.51,NO_DATA,2026-04-21 10:40,nan,v1
ANTA,2026-04-09,28.08,99.77,41.26,0.0,nan,9.23,0.0,0.0,nan,nan,nan,nan,nan,9.86,0.0,9.86,7.94,24.18,11:24,9.86,nan,nan,-18.76,1,1,1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.05,11:01,14:59,241.0,47.61,49.36,62.0,47.08,2.13,20,30,16.5,25,20.63,25,43.46,25,62.0,8.8,114400.0,-10.75,1.0,0.0,216.0,8.77,9.0,8.01,8.76,8.01,8.76,8.01,8.16,0,0,6.98,9.86,6.95,-10.75,21.49,0.0,2477605.0,2.48,Financial Services,Credit Services,Micro,nan,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,NO_DATA,2026-04-21 10:40,nan,v1
BBGI,2026-04-09,45.4,-150.29,71.61,0.0,nan,4.83,0.0,0.0,nan,nan,nan,nan,nan,9.25,0.0,12.6,6.69,83.67,13:53,9.01,nan,nan,-10.16,1,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,12:22,14:59,159.0,58.4,100.0,100.0,49.29,19.65,70,45.03,21.5,65,37.51,32.51,49.69,43.79,100.0,11.02,14841800.0,19.14,1.0,1.0,67.0,9.49,12.8,8.31,11.76,12.46,14.61,9.4,10.4,1,1,5.39,13.16,5.08,-16.26,176.64,1.0,621099.0,0.62,Communication Services,Broadcasting,Micro,nan,11.135,14.69,10.49,14.69,14.005,14.64,13.26,13.35,14.87,15.45,13.905,13.905,NO_DATA,2026-04-21 10:40,nan,v1
CLIK,2026-04-09,48.98,-809.39,22.78,0.0,nan,100,0.0,0.0,nan,nan,nan,nan,nan,3.18,0.0,3.18,2.41,26.69,14:14,3.18,nan,nan,-28.62,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.52,08:45,14:59,376.0,58.32,73.46,76.27,58.13,4.26,65.19,47.09,14.11,62.78,31.39,26.27,59.35,43.98,76.27,3.45,31971400.0,8.49,1.0,0.0,46.0,3.1,3.36,2.27,2.74,2.92,3.09,2.46,2.94,0,0,2.6,3.7,2.33,-6.76,54.36,1.0,389837.0,0.39,Consumer Cyclical,Personal Services,Micro,nan,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,NO_DATA | REL_VOL_CAPPED_from_123.18,2026-04-21 10:40,nan,v1
ELAB,2026-04-09,30.34,-1290.13,4.3,0.0,nan,5.27,0.0,0.0,nan,nan,nan,nan,nan,6.81,0.0,6.81,5.31,2.87,08:47,6.81,nan,nan,-46.84,4,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.2,08:45,14:59,376.0,58.56,58.8,60.34,57.89,0.29,52.87,33.23,6.72,44.3,22.15,13.07,39.12,28.58,60.34,5.26,58039600.0,-22.76,1.0,0.0,373.0,5.23,5.4,4.52,4.79,5.11,5.19,4.85,5.08,0,0,6.49,7.0,5.25,-24.86,19.3,1.0,1157420.0,1.16,Healthcare,Biotechnology,Micro,nan,4.69,4.86,4.38,4.405,4.11,4.175,3.62,4.165,3.86,3.98,3.7,3.81,NO_DATA,2026-04-21 10:40,nan,v1
LUD,2026-04-09,25.68,99.18,42.33,0.0,nan,2.03,0.0,0.0,nan,nan,nan,nan,nan,8.54,0.0,8.69,7.28,16.64,13:56,8.54,nan,nan,-48.48,5,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.98,09:06,14:59,355.0,39.85,64.93,65.16,39.85,6.34,20,30,16.93,25,21.16,25,29.06,25,65.16,8.48,211700.0,-0.7,1.0,0.0,64.0,8.2,8.49,5.63,5.72,5.88,6.69,5.75,6.31,0,0,6.0,8.7,5.55,-2.53,104.65,2.0,2689900.0,2.69,Basic Materials,Steel,Micro,nan,6.15,6.15,4.56,4.56,4.48,5.775,4.48,5.77,4.64,4.64,4.4,4.4,NO_DATA,2026-04-21 10:40,nan,v1
MIGI,2026-04-09,8.94,-47.17,0.45,0.0,nan,8.02,0.0,0.0,nan,nan,nan,nan,nan,4.43,0.0,5.12,4.18,3.85,14:59,4.43,nan,nan,-17.83,1,1,1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.13,09:32,14:59,329.0,47.86,69.28,69.28,45.41,6.28,16.02,5.05,0.65,13.03,2.58,2.68,21.13,6.27,69.28,4.43,1722200.0,0.0,0.0,1.0,1.0,4.38,4.93,3.64,4.26,4.87,4.94,4.18,4.9,1,1,4.41,5.14,3.92,-13.81,72.74,3.0,3594960.0,3.59,Financial Services,Capital Markets,Micro,nan,5.35,6.305,5.35,6.15,6.23,6.23,5.9,6.015,5.78,6.17,5.78,6.15,NO_DATA,2026-04-21 10:40,nan,v1
ONCO,2026-04-09,55.0,-17702.01,68.42,0.0,nan,91.75,0.0,0.0,nan,nan,nan,nan,nan,2.72,0.0,2.72,2.03,32.68,10:20,2.72,nan,nan,-74.84,3,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.21,09:42,12:07,147.0,71.12,73.25,86.3,51.25,4.42,70,60,25,65,50,35,70,50,86.3,1.22,238293200.0,-55.15,1.0,0.0,280.0,1.3,1.36,1.01,1.09,1.02,1.04,0.75,0.8,0,0,1.62,2.82,1.14,-56.74,-45.27,0.0,653838.0,0.65,Healthcare,Biotechnology,Micro,nan,0.701,0.9043,0.6843,0.904,0.7804,0.7804,0.7145,0.76,0.7201,0.7694,0.6931,0.7654,NO_DATA,2026-04-21 10:40,nan,v1
SKYQ,2026-04-09,51.12,-265.59,30.59,0.0,nan,3.37,0.0,0.0,nan,nan,nan,nan,nan,9.35,0.0,9.35,7.23,21.43,09:39,9.35,nan,nan,-18.5,1,1,1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.11,08:53,14:59,368.0,29.72,70.2,84.29,29.72,5.76,70,49.5,14.89,65,28.57,31.85,56.74,50,84.29,7.29,21651600.0,-22.03,1.0,0.0,321.0,7.75,15.35,7.62,12.59,18.84,19.45,11.02,11.62,1,1,7.16,9.56,6.91,-23.74,100.28,2.0,3203563.0,3.2,Energy,Oil & Gas Integrated,Micro,nan,9.92,10.115,8.575,9.41,9.49,11.185,8.895,11.065,10.485,11.1,9.68,10.01,NO_DATA,2026-04-21 10:40,nan,v1
UCAR,2026-04-09,41.47,-768.75,17.6,0.0,nan,5.42,0.0,0.0,nan,nan,nan,nan,nan,2.74,0.0,2.74,2.01,0.0,08:50,2.74,nan,nan,-58.21,5,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.31,08:50,09:57,67.0,70.44,61.89,70.44,61.42,1.11,61.73,43.2,12.04,57.6,28.8,22.57,50.51,39.67,70.44,1.64,55679900.0,-40.15,1.0,0.0,370.0,1.8,2.78,1.71,2.33,1.92,2.03,1.65,1.88,0,0,2.33,2.76,1.352,-40.58,-21.86,2.0,428232.0,0.43,Consumer Cyclical,Auto & Truck Dealerships,Micro,nan,1.68,1.97,1.535,1.54,1.45,1.465,1.275,1.365,1.145,1.27,1.145,1.175,NO_DATA,2026-04-21 10:40,nan,v1
ZNTL,2026-04-09,28.38,84.41,48.68,0.0,nan,10.13,0.0,0.0,nan,nan,nan,nan,nan,4.49,0.0,4.49,3.17,40.75,14:45,4.49,nan,nan,0.67,1,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,09:48,14:59,313.0,27.95,63.8,65.71,27.83,9.79,20,30,19.47,25,24.34,25,45,25,65.71,4.42,15874800.0,-1.56,1.0,0.0,15.0,4.52,6.95,4.52,6.61,6.41,6.85,5.17,5.56,1,1,3.02,4.5,2.85,-1.78,66.37,1.0,48666479.0,48.67,Healthcare,Biotechnology,Small,nan,5.56,5.82,5.135,5.18,5.205,5.575,4.91,5.36,5.25,5.26,4.855,5.02,NO_DATA,2026-04-21 10:40,nan,v1
BBGI,2026-04-10,38.24,-97.68,34.35,0.0,nan,3.08,0.0,0.0,nan,nan,nan,nan,nan,12.75,0.0,12.75,11.27,0.47,14:36,12.75,nan,nan,-26.27,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.27,14:34,14:59,26.0,92.7,86.49,93.06,83.98,2.04,52.56,35.53,14.72,51.05,22.06,29.42,40.93,37.21,93.06,11.76,4009200.0,-7.76,1.0,0.0,24.0,12.46,14.61,9.4,10.4,11.135,14.69,10.49,14.69,1,1,9.49,12.8,8.31,-8.12,168.43,2.0,621099.0,0.62,Communication Services,Broadcasting,Micro,nan,14.005,14.64,13.26,13.35,14.87,15.45,13.905,13.905,14.25,24.74,13.69,21.7,NO_DATA,2026-04-21 10:40,nan,v1
FGL,2026-04-10,34.2,-103.52,23.79,0.0,nan,4.32,0.0,0.0,nan,nan,nan,nan,nan,2.55,0.0,2.55,2.3,10.87,08:55,2.55,nan,nan,-43.53,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.12,08:51,08:55,4.0,40.43,72.38,72.38,40.43,15.34,50.37,28.19,10.55,51.4,17.07,22.17,38.82,32.77,72.38,1.88,1493400.0,-26.27,0.0,0.0,365.0,1.68,1.69,1.44,1.6,1.56,1.675,1.5,1.675,0,0,2.06,2.66,1.54,-29.32,-42.19,0.0,154787.0,0.15,Industrials,Engineering & Construction,Micro,nan,1.71,2.14,1.675,2.01,1.82,1.98,1.82,1.95,2.02,2.04,1.97,1.97,NO_DATA,2026-04-21 10:40,nan,v1
LNKS,2026-04-10,41.05,-708.99,13.26,0.0,nan,37.9,0.0,0.0,nan,nan,nan,nan,nan,2.99,0.0,2.99,2.01,16.34,08:57,2.99,nan,nan,-38.46,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.75,08:45,14:59,345.0,53.69,53.72,61.38,53.68,0.67,58.84,39.95,10.3,53.26,26.63,19.47,56.05,36.05,61.38,2.17,22723100.0,-27.42,1.0,0.0,363.0,2.25,2.26,1.84,2.19,2.01,2.12,1.96,1.98,0,0,2.61,3.08,2.0,-29.55,-96.54,0.0,20422.0,0.02,Industrials,Electrical Equipment & Parts,Micro,nan,2.145,2.17,2.01,2.015,1.985,2.15,1.985,2.14,2.08,2.1,2.02,2.06,NO_DATA,2026-04-21 10:40,nan,v1
SKYQ,2026-04-10,52.35,-962.17,92.52,0.0,nan,7.05,0.0,0.0,nan,nan,nan,nan,nan,14.92,0.0,15.0,7.62,77.94,11:23,12.82,nan,nan,-48.39,5,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.27,08:46,14:59,348.0,20.74,96.42,97.9,20.15,30.71,70,60,25,65,50,35,64.1,50,97.9,12.59,45574400.0,-15.62,1.0,0.0,217.0,18.84,19.45,11.02,11.62,9.92,10.115,8.575,9.41,1,1,7.75,15.35,7.62,-17.98,204.86,3.0,nan,nan,nan,nan,nan,nan,9.49,11.185,8.895,11.065,10.485,11.1,9.68,10.01,8.665,9.71,7.7,7.975,NO_DATA,2026-04-21 10:40,nan,v1
SQFT,2026-04-10,30.0,-3170.87,-3.78,0.0,nan,100,0.0,0.0,nan,nan,nan,nan,nan,3.95,0.0,4.24,3.42,7.07,13:18,3.95,nan,nan,-25.57,2,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.1,08:45,14:59,349.0,65.88,68.97,69.71,65.66,1.25,50,30,5,40,20,10,25,25,69.71,3.89,48862900.0,-1.52,1.0,1.0,102.0,3.63,3.99,3.2,3.3,2.94,3.45,2.94,3.45,0,0,4.11,4.35,3.38,-10.57,51.83,1.0,798663.0,0.8,Real Estate,REIT - Diversified,Micro,nan,3.78,3.89,3.78,3.89,3.625,3.82,3.31,3.31,3.31,3.31,3.31,3.31,NO_DATA | REL_VOL_CAPPED_from_3539.02,2026-04-21 10:40,nan,v1
TMCI,2026-04-10,27.98,90.26,39.74,0.0,nan,8.94,0.0,0.0,nan,nan,nan,nan,nan,2.11,0.0,2.11,2.0,2.93,09:45,2.11,nan,nan,-16.59,1,1,1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.11,09:20,09:58,34.0,61.05,58.72,62.68,58.42,1.16,20,29.8,15.9,25,19.87,25,42.88,25,62.68,1.81,10564100.0,-14.22,0.0,0.0,315.0,1.77,2.04,1.76,2.01,2.03,2.135,1.98,2.135,0,0,1.52,2.15,1.5,-15.81,31.97,2.0,47954741.0,47.95,Healthcare,Medical Devices,Micro,nan,2.16,2.29,2.11,2.24,2.22,2.22,1.835,1.85,1.91,1.98,1.865,1.93,NO_DATA,2026-04-21 10:40,nan,v1
UCAR,2026-04-10,51.09,-1266.76,51.67,0.0,nan,3.26,0.0,0.0,nan,nan,nan,nan,nan,2.73,0.0,2.73,2.0,36.5,11:49,2.73,nan,nan,-58.06,4,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.67,08:53,14:59,289.0,47.42,67.16,84.49,47.42,7.77,70,60,25,65,45.84,35,56.52,50,84.49,2.33,50831000.0,-14.65,1.0,0.0,191.0,1.92,2.03,1.65,1.88,1.68,1.97,1.535,1.54,0,0,1.8,2.78,1.71,-16.19,20.21,0.0,428232.0,0.43,Consumer Cyclical,Auto & Truck Dealerships,Micro,nan,1.45,1.465,1.275,1.365,1.145,1.27,1.145,1.175,1.495,1.91,1.3,1.49,NO_DATA,2026-04-21 10:40,nan,v1
ZNTL,2026-04-10,30.0,37.73,51.99,0.0,nan,43.06,0.0,0.0,nan,nan,nan,nan,nan,6.87,0.0,6.87,5.25,30.86,14:57,6.87,nan,nan,-36.1,5,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7,08:46,14:59,348.0,36.06,65.72,68.37,36.06,4.63,20,30,20,25,26,25,45,25,68.37,6.61,46335000.0,-3.78,1.0,0.0,3.0,6.41,6.85,5.17,5.56,5.56,5.82,5.135,5.18,0,0,4.52,6.95,4.52,-4.89,131.95,2.0,48666479.0,48.67,Healthcare,Biotechnology,Small,nan,5.205,5.575,4.91,5.36,5.25,5.26,4.855,5.02,5.09,5.105,4.39,4.62,NO_DATA,2026-04-21 10:40,nan,v1
BTM,2026-04-13,64.13,61.94,53.64,57.16,3.24,23.81,-0.76,9.26,nan,nan,90.01,-8.66,-91.67,4.01,52.66,4.37,3.03,43.75,12:47,4.24,nan,nan,-11.47,1.0,1.0,0.0,0.0,4240984,44680000,nan,nan,nan,61.94,23.81,2.61,2.63,4.39,2.61,3.67,0.5498,48.16,178123,5150828.0,5722398,3.24,53.64,-0.76,9.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,08:57,14:59,360,27.86,64.13,65.74,27.29,9.34,20.0,30.0,20.0,25.0,30.0,25.0,45.0,25.0,65.74,3.94,4445100.0,-1.75,1,1,133,4.0,4.37,3.55,3.69,3.71,4.24,3.7,4.16,1,1.0,2.61,4.39,2.61,-10.25,39.3,0.0,5150828.0,5.15,Financial Services,Capital Markets,Micro,nan,4.2,5.17,3.99,5.05,5.46,5.65,4.95,5.3,5.11,7.38,4.82,6.41,CLEAN,nan,nan,v2
HHS,2026-04-13,65.46,98.19,26.7,62.29,5.11,32.83,-0.0,6.35,nan,nan,43.61,-3.38,-44.53,2.99,26.46,3.09,2.54,13.6,14:27,3.07,nan,nan,-14.72,1.0,1.0,0.0,0.0,133959,22170000,nan,nan,nan,98.19,32.83,2.3599,2.36,3.0945,2.35,2.8115,0.1456,5.39,4080,3233592.0,7414794,5.11,26.7,-0.0,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36,09:43,14:59,314,39.68,65.46,71.46,28.94,11.8,20.0,22.57,12.04,25.0,15.04,21.49,45.0,25.0,71.46,2.83,174600.0,-5.35,1,0,33,3.24,3.25,2.55,2.9,2.7,2.85,2.6,2.76,0,1.0,2.38,3.1,2.35,-8.71,13.0,0.0,3233592.0,3.23,Industrials,Conglomerates,Micro,nan,2.84,2.87,2.7,2.87,2.83,2.89,2.7,2.89,2.84,2.85,2.8,2.82,CLEAN,nan,nan,v2
MNTS,2026-04-13,64.4,-58.87,34.25,60.31,2.38,7.48,4.89,7.22,nan,nan,342.39,-5.04,-88.75,4.9,40.9,5.15,4.03,27.79,14:57,5.06,nan,nan,-7.96,1.0,0.0,0.0,0.0,9107534,28090000,nan,nan,nan,-58.87,7.48,3.65,3.48,5.16,3.65,4.57,0.6337,43.5714,1217421,5716483.0,1669562,2.38,34.25,4.89,7.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,09:29,14:59,328,21.53,64.4,65.61,21.53,11.21,39.3,34.76,16.03,40.44,22.21,27.89,45.65,32.24,65.61,4.92,13080400.0,0.41,1,0,3,5.15,5.95,4.51,4.96,5.42,7.47,5.42,6.91,1,1.0,3.65,5.17,3.65,-4.84,24.42,1.0,5717457.0,5.72,Industrials,Aerospace & Defense,Micro,nan,6.41,8.45,5.81,7.63,8.01,8.4,7.05,7.5,7.17,7.47,6.17,6.42,CLEAN,nan,nan,v2
RECT,2026-04-13,79.71,-749.68,20.43,83.88,5.17,100,55.0,-2.61,nan,nan,44.04,-22.76,-57.01,2.24,86.77,2.72,2.01,35.32,10:39,2.62,nan,nan,-55.36,2.0,1.0,1.0,1.0,123279249,32500000,nan,nan,nan,-749.68,100.0,1.86,1.2,2.9,1.76,2.3,0.2204,5.21,4601,6385945.0,14500000,5.17,20.43,55.0,-2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.41,08:50,14:59,367,48.91,79.71,97.16,48.91,8.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.16,2.23,126841100.0,-0.45,1,1,261,1.85,2.13,1.81,2.0,2.03,2.17,1.0,1.39,0,0.0,1.98,2.9,1.76,-23.1,74.46,1.0,6385945.0,6.39,Consumer Cyclical,Specialty Retail,Micro,nan,1.52,2.15,1.51,1.73,1.72,1.72,1.55,1.62,1.63,1.74,1.57,1.61,CLEAN | REL_VOL_CAPPED_from_26794.01,nan,nan,v2
RMSG,2026-04-13,97.11,-7659.11,150.4,87.34,7.05,78.37,101.38,18.23,nan,nan,33.65,-13.19,-56.59,2.37,403.73,2.59,2.0,23.92,13:35,2.0,nan,nan,-34.6,2.0,1.0,1.0,1.0,392538974,11990000,nan,nan,nan,-7659.11,78.37,0.9465,0.47,2.73,0.9137,2.0046,0.2578,5.46,5008501,1706250.0,5071281,7.05,150.4,101.38,18.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.14,12:54,14:59,88,97.84,97.11,97.94,97.11,0.24,70.0,60.0,25.0,65.0,50.0,35.0,70.0,50.0,97.94,2.7,461512200.0,13.92,1,1,85,2.8,3.33,2.12,2.4,1.83,2.04,1.55,1.79,1,1.0,0.947,2.73,0.914,-1.1,342.26,1.0,1706250.0,1.71,Technology,Software - Application,Micro,nan,1.77,3.35,1.62,2.55,2.41,3.3,2.41,2.71,2.53,3.78,2.5,2.99,SUSPICIOUS,nan,nan,v2
ROLR,2026-04-14,61.41,-715.69,-28.26,78.73,4.71,79.67,106.48,-14.58,nan,nan,42.58,-35.78,-77.61,7.54,48.13,11.34,7.3,0.0,08:50,11.2,nan,nan,-23.08,1.0,1.0,1.0,1.0,88828023,82110000,nan,nan,nan,-715.69,79.67,10.51,5.09,11.74,7.2,8.8267,0.9633,33.68,1114896,4636895.0,10890098,4.71,-28.26,106.48,-14.58,0,0,0,0,0,0,0,0,0,0,-9.02,08:45,14:58,376,62.86,61.41,65.15,34.05,1.92,54.38,34.01,5.54,46.57,17.82,14.69,50.48,30.48,65.15,7.41,91207100.0,-1.72,0,1,370,6.86,7.37,5.8,6.0,6.4,7.65,6.0,7.54,1,1.0,10.51,11.74,7.2,-36.88,86.86,3.0,4636895.0,4.64,Consumer Cyclical,Gambling,Micro,nan,7.65,8.31,7.17,7.58,7.32,8.64,7.07,8.12,7.95,8.18,7.21,7.56,CLEAN,nan,nan,v2
ASTI,2026-04-15,66.86,-21.18,56.22,66.11,3.4,5.29,1.01,9.92,nan,nan,92.03,-8.45,-36.37,6.28,57.79,6.84,4.58,49.02,14:54,6.35,nan,nan,-24.2,3.0,1.0,1.0,1.0,11465341,59420000,nan,nan,nan,-21.18,5.29,4.02,3.98,6.86,4.0,5.7133,0.8408,9.87,2166270,8707964.0,9461887,3.4,56.22,1.01,9.92,0,0,0,0,0,0,0,0,0,0,-2.71,10:40,14:59,255,27.2,66.86,66.96,26.33,10.54,26.74,32.02,20.2,30.39,29.99,26.01,37.52,27.53,66.96,6.36,12530100.0,1.27,1,1,6,6.11,6.74,5.87,6.35,6.54,6.54,5.65,5.85,0,1.0,4.02,6.86,4.0,-7.29,49.19,0.0,8707964.0,8.71,Technology,Solar,Micro,nan,5.36,5.5,4.76,4.93,5.12,5.25,4.79,4.9,5.08,5.23,4.84,4.97,CLEAN,nan,nan,v2
BIRD,2026-04-15,96.01,-3011.17,181.96,93.94,9.92,100,174.9,16.45,nan,nan,93.11,-20.61,-20.61,19.3,675.1,23.15,6.63,249.17,09:25,10.77,nan,nan,-60.88,5.0,1.0,1.0,1.0,271010002,168120000,nan,nan,nan,-3011.17,100.0,6.845,2.49,24.31,6.11,16.5733,1.8348,24.31,116928,5743101.0,6167752,9.92,181.96,174.9,16.45,0,0,0,0,0,0,0,0,0,0,-25.41,08:47,14:59,343,61.57,96.01,96.69,35.33,11.3,70.0,60.0,25.0,65.0,48.67,35.0,50.0,50.0,96.69,16.99,288160800.0,-11.97,1,1,335,14.39,14.44,10.85,10.91,12.53,13.48,10.56,10.8,0,0.0,6.82,24.31,6.11,-30.11,371.55,0.0,5743101.0,5.74,Consumer Cyclical,Apparel Retail,Micro,nan,11.2,12.5,10.79,11.02,11.2,11.49,8.5,8.5,8.49,9.25,7.55,8.43,SUSPICIOUS | REL_VOL_CAPPED_from_2317.75,nan,nan,v2
