Ticker,ScanDate,Score,MxV,RunUp,RSI,ATRX,REL_VOL,Gap,TypicalPriceDist,Volume,MarketCap,Float%,PriceToHigh,PriceTo52WHigh,ScanPrice,ScanChange%,IntraHigh,IntraLow,DayRunUp%,PeakScoreTime,PeakScorePrice,CurrentPrice,EntryChange%,MaxDrop%,BestDay,TP10_Hit,TP15_Hit,TP20_Hit,Volume_raw,MarketCap_raw,Float_pct_raw,PriceToHigh_raw,PriceTo52WHigh_raw,MxV_calc,REL_VOL_calc,Open_price_raw,PrevClose_raw,High_today_raw,Low_today_raw,TypicalPrice_raw,ATR14_raw,Week52High_raw,AvgVolume_raw,FloatShares_raw,SharesOutstanding_raw,ATRX_calc,RunUp_calc,Gap_calc,TypicalPriceDist_calc,cat_merger_acquisition,cat_fda_approval,cat_clinical_trial,cat_marketing_announcement,cat_earnings_report,cat_regulatory_compliance,cat_lawsuit,cat_share_dilution,cat_reverse_split,cat_no_clear_reason,D1_Gap%,FirstScanTime,LastScanTime,ScanCount,ScoreAtFirst,ScoreAtLast,ScoreMax,ScoreMin,ScoreStd,Score_I,Score_B,Score_C,Score_D,Score_E,Score_F,Score_G,Score_H,PeakScore,D0_Close,D0_Volume,D0_Drop%,IntraDay_TP10,SL_Hit_D0,MinToClose,D1_Open,D1_High,D1_Low,D1_Close,D2_Open,D2_High,D2_Low,D2_Close,SL_Hit_D5,IntraDay_SL,D0_Open,D0_High,D0_Low,D0_Drop%_from_High,Price_vs_SMA20,Consecutive_Up,RealFloat,RealFloat_M,Sector,Industry,MarketCapCategory,EntryScore,D3_Open,D3_High,D3_Low,D3_Close,D4_Open,D4_High,D4_Low,D4_Close,D5_Open,D5_High,D5_Low,D5_Close,audit_flag,Score_recalc_date,DaysSinceIPO,score_version
BIAF,2026-03-25,41.53,-189.88,-13.39,70.24,1.8,1.79,16.04,-6.32,13041174.0,17904862.0,289.89,-19.92,-91.45,3.98,0.5,4.89,3.84,6.54,14:59,3.98,3.84,-3.52,-14.57,4.0,1.0,0.0,0.0,13041174.0,17904862.0,289.89,-19.92,-91.45,-189.89,1.46,4.595,3.96,4.97,3.795,4.245,0.654,21.9,8908230.0,4266308.0,4498675.0,1.8,-13.6,16.04,-6.48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.25,nan,nan,nan,nan,nan,nan,nan,nan,57.28,26.52,9.9,44.67,15.01,16.74,29.85,32.82,nan,3.97,13159100.0,-0.25,nan,nan,nan,3.97,4.83,3.7,4.74,4.4,5.08,3.79,4.0,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.89,4.27,3.44,3.54,3.48,4.09,3.4,3.83,4.3,4.71,3.81,3.98,CLEAN,2026-04-16 20:05,nan,v1
FEED,2026-03-25,42.69,-1906.2,0.75,62.68,1.42,2.08,18.14,0.75,21628401.0,2900031.0,1987.55,-7.24,-98.34,2.69,19.03,2.82,2.51,7.63,13:54,2.54,1.82,-32.34,-26.39,5.0,1.0,1.0,1.0,21628401.0,2900031.0,1987.55,-7.24,-98.34,-1906.2,1.67,2.67,2.26,2.9,2.42,2.6533,0.3385,162.5,12922546.0,848146.0,1088192.0,1.42,-1.12,18.14,-0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.97,nan,nan,nan,nan,nan,nan,nan,nan,59.35,38.42,17.21,51.11,29.08,19.62,38.64,37.3,nan,2.64,22086700.0,-1.86,nan,nan,nan,2.61,2.62,2.08,2.3,2.17,2.69,2.17,2.43,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.42,2.67,2.32,2.46,2.35,2.54,2.35,2.38,2.33,2.36,1.98,2.07,CLEAN,2026-04-16 20:05,nan,v1
QNRX,2026-03-25,56.5,-154.05,-1.71,62.99,4.45,100,24.0,3.5,4105974.0,15757755.0,254.05,-9.97,-76.67,9.75,21.88,9.89,7.73,0.0,14:53,9.28,6.25,-35.9,-39.54,3.0,1.0,1.0,1.0,4105974.0,15757755.0,254.05,-9.97,-76.67,-154.05,40.27,10.03,8.0,10.83,7.68,9.26,0.7073,41.8,101951.0,50449161.0,1803627.0,4.45,-7.58,25.37,0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-4.31,nan,nan,nan,nan,nan,nan,nan,nan,71.45,38.81,30.85,59.48,26.16,34.69,48.33,51.72,nan,9.27,4146700.0,-4.92,nan,nan,nan,9.33,9.33,7.31,7.56,7.41,7.41,6.41,6.41,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.53,6.53,5.9,6.28,6.28,6.99,6.22,6.6,6.6,7.09,5.9,6.06,CLEAN | REL_VOL_CAPPED_from_142.63,2026-04-16 20:05,nan,v1
QNTM,2026-03-25,21.34,70.32,-7.86,61.44,2.67,8.4,0.85,-7.51,1140769.0,16889884.0,29.68,-22.21,-88.51,4.39,-7.08,5.6,4.28,0.0,09:02,4.28,3.88,-11.62,-20.05,2.0,1.0,1.0,1.0,1140769.0,16889884.0,29.68,-22.21,-88.51,70.35,3.77,4.77,4.73,5.65,4.21,4.7367,0.5392,38.25,302356.0,5247679.0,5829223.0,2.67,-8.81,0.85,-8.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-4.33,nan,nan,nan,nan,nan,nan,nan,nan,10.68,11.12,11.68,6.67,8.01,10.68,27.48,13.35,nan,4.35,1172600.0,-0.91,nan,nan,nan,4.2,4.41,3.6,3.83,3.71,4.98,3.51,4.77,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.05,6.47,3.95,4.28,4.22,4.86,3.81,4.83,5.08,6.21,4.4,4.41,CLEAN,2026-04-16 20:05,nan,v1
UGRO,2026-03-25,95.61,-9258.97,259.79,96.34,10.35,100,15.1,19.84,70377398.0,21860000.0,9363.4,-19.92,-19.92,29.07,314.1,29.43,7.72,249.11,09:15,7.72,19.1,-34.3,-44.41,2.0,1.0,1.0,1.0,70377398.0,21860000.0,9363.4,-19.92,-19.92,-9258.97,13.71,8.08,7.02,36.3,7.4,26.6633,2.7917,37.0,5131761.0,675949.0,751622.0,10.35,349.13,15.1,36.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-12.97,nan,nan,nan,nan,nan,nan,nan,nan,100.0,100.0,100.0,100.0,100.0,99.68,80.0,100.0,nan,36.29,78388800.0,24.84,nan,nan,nan,25.3,37.0,21.22,28.0,25.1,28.3,16.16,17.61,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.58,29.0,18.48,20.62,20.99,27.76,20.0,22.08,24.25,26.4,20.61,21.98,SUSPICIOUS | REL_VOL_CAPPED_from_693.63,2026-04-16 20:05,nan,v1
AIFF,2026-03-26,88.35,-637.41,49.77,68.27,2.38,12.78,23.21,12.59,104783741.0,44050000.0,666.81,-1.58,-39.22,3.1,84.48,3.1,2.15,33.62,14:41,2.78,1.73,-44.19,-37.1,2.0,1.0,1.0,1.0,104783741.0,44050000.0,666.81,-1.58,-39.22,-637.41,9.96,2.06,1.68,3.15,2.01,2.7267,0.4797,4.51,10522941.0,12899857.0,15714082.0,2.38,46.6,22.62,10.76,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-15.16,nan,nan,nan,nan,nan,nan,nan,nan,89.52,84.92,71.44,95.95,71.74,74.7,89.52,86.9,nan,3.02,109821900.0,-2.58,nan,nan,nan,2.63,2.66,2.16,2.18,2.21,2.39,1.95,2.2,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.16,2.35,2.05,2.18,2.34,2.45,2.13,2.24,2.1,2.16,1.99,2.12,CLEAN,2026-04-16 20:05,nan,v1
ANNA,2026-03-26,16.7,78.91,-11.65,65.7,1.57,3.91,15.78,-6.72,8516909.0,287876032.0,20.95,-20.34,-61.04,7.13,2.3,8.59,6.91,0.47,09:40,7.2,6.69,-6.17,-8.84,4.0,0.0,0.0,0.0,8516909.0,287876032.0,20.95,-20.34,-61.04,78.91,2.1,8.07,6.97,8.95,6.85,7.64,1.336,18.3,4061170.0,9533929.0,40659881.0,1.57,-11.77,15.78,-6.81,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.71,nan,nan,nan,nan,nan,nan,nan,nan,6.66,6.69,7.44,4.69,5.25,6.51,14.48,8.23,nan,7.12,8633900.0,-0.14,nan,nan,nan,7.68,8.72,6.92,8.51,8.55,10.28,7.84,10.24,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.37,10.64,8.08,8.29,7.51,8.1,6.5,7.26,8.64,9.7,7.72,7.89,CLEAN,2026-04-16 20:05,nan,v1
BATL,2026-03-26,23.05,-127.84,-17.02,40.1,0.4,3.04,26.96,-9.22,42930774.0,103822640.0,229.07,-24.52,-81.45,5.51,5.36,7.26,5.43,16.16,14:42,5.43,3.41,-38.11,-36.48,4.0,1.0,1.0,1.0,42930774.0,103822640.0,229.07,-24.52,-81.45,-127.84,2.53,6.64,5.23,7.3,5.4,6.0867,4.7408,29.7,16997740.0,13776402.0,18741563.0,0.4,-16.27,26.96,-8.65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.8,nan,nan,nan,nan,nan,nan,nan,nan,45.11,14.79,4.37,36.88,8.84,8.53,21.36,18.87,nan,5.56,44157000.0,0.91,nan,nan,nan,6.16,6.63,5.67,6.27,6.09,6.49,5.39,5.48,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.76,4.84,3.78,3.9,3.68,4.09,3.5,3.85,5.2,5.4,4.12,4.21,SUSPICIOUS,2026-04-16 20:05,nan,v1
EEIQ,2026-03-26,91.38,-7189.82,88.52,85.71,7.46,100,75.46,3.2,107853869.0,13360000.0,7289.99,-28.9,-67.56,9.03,230.68,11.71,5.11,129.16,08:49,5.11,7.03,-22.15,-31.17,1.0,1.0,1.0,1.0,107853869.0,13360000.0,7289.99,-28.9,-67.56,-7189.82,44.62,4.79,2.73,12.7,4.52,8.5533,1.0961,27.84,2417203.0,849606.0,1479479.0,7.46,76.2,75.46,-1.32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-30.79,nan,nan,nan,nan,nan,nan,nan,nan,100.0,93.2,86.64,97.0,100.0,66.4,80.0,91.0,nan,8.44,112647000.0,-6.53,nan,nan,nan,6.25,8.05,6.22,6.98,10.51,11.21,7.15,8.19,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.35,9.48,7.3,8.9,8.7,11.23,8.7,10.58,10.39,11.8,6.7,7.25,CLEAN | REL_VOL_CAPPED_from_2590.71,2026-04-16 20:05,nan,v1
FCHL,2026-03-26,57.98,-3909.09,5.77,54.99,2.98,100,77.49,-6.23,45461303.0,3640000.0,8223.68,-26.21,-97.2,3.21,87.73,3.99,2.84,40.49,13:27,2.92,2.34,-27.1,-60.12,2.0,1.0,1.0,1.0,45461303.0,3640000.0,8223.68,-26.21,-97.2,-3909.09,34.7,3.035,1.71,4.35,2.71,3.5367,0.5495,114.6,1310222.0,411910.0,552810.0,2.98,16.97,77.49,0.38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.43,nan,nan,nan,nan,nan,nan,nan,nan,75.77,51.74,42.28,73.22,52.3,31.04,51.73,54.71,nan,3.55,46816500.0,10.59,nan,nan,nan,3.32,3.35,1.75,1.9,1.47,1.73,1.28,1.55,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.45,2.25,1.4,2.05,1.93,2.25,1.71,2.13,1.92,2.1,1.88,1.96,CLEAN | REL_VOL_CAPPED_from_2071.32,2026-04-16 20:05,nan,v1
FGL,2026-03-26,9.21,-5.41,-13.24,30.51,1.11,3.14,4.68,-10.61,467476.0,1461990.0,133.48,-26.74,-97.86,3.3,-9.18,4.47,3.27,3.95,14:59,3.3,2.08,-36.97,-37.88,4.0,1.0,1.0,1.0,467476.0,1461990.0,133.48,-26.74,-97.86,-5.52,2.84,3.8,3.63,4.5,3.22,3.69,1.1564,154.0,164775.0,154787.0,350223.0,1.11,-11.84,4.68,-9.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-4.85,nan,nan,nan,nan,nan,nan,nan,nan,6.24,5.17,4.91,4.22,3.6,4.71,11.26,6.23,nan,3.35,505600.0,1.52,nan,nan,nan,3.14,3.31,2.3,2.46,2.48,2.65,2.11,2.5,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.5,2.83,2.41,2.72,2.56,2.64,2.05,2.52,2.37,2.49,2.21,2.46,CLEAN,2026-04-16 20:05,nan,v1
RBNE,2026-03-26,40.04,-213.84,-16.93,45.6,1.37,15.7,9.48,-9.31,21932900.0,14745695.0,312.36,-24.64,-98.29,2.11,-9.05,2.75,2.09,3.0,14:00,2.41,2.09,-0.95,-3.79,4.0,0.0,0.0,0.0,21932900.0,14745695.0,312.36,-24.64,-98.29,-213.84,3.87,2.54,2.32,2.8,2.07,2.33,0.5343,123.25,5674403.0,2487026.0,7021760.0,1.37,-16.54,9.48,-9.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24.17,nan,nan,nan,nan,nan,nan,nan,nan,55.48,27.09,8.13,43.42,14.8,15.48,46.86,31.85,nan,2.12,22315100.0,0.47,nan,nan,nan,2.62,2.73,2.41,2.47,2.6,2.97,2.44,2.53,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.48,2.5,2.16,2.45,2.23,2.29,2.03,2.09,2.34,2.45,2.09,2.15,CLEAN,2026-04-16 20:05,nan,v1
ARTL,2026-03-27,89.5,-11207.39,42.18,68.0,5.37,64.23,150.47,-11.98,80127203.0,8050000.0,10884.97,-42.94,-86.76,11.36,256.11,19.44,7.82,148.59,11:38,17.01,7.01,-38.29,-43.18,5,1,1,1,80127203.0,8050000.0,10884.97,-42.94,-86.76,-11207.39,27.96,7.99,3.19,19.91,7.45,12.6333,2.3221,85.8,2866127.0,632714.0,817127.0,5.37,31.91,150.47,-16.57,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-32.75,nan,nan,nan,nan,nan,nan,nan,nan,100.0,87.38,70.37,95.0,91.09,60.0,100.0,85.0,nan,10.54,82507200.0,-7.22,nan,nan,nan,7.64,9.2,7.05,8.73,10.12,10.56,7.11,7.58,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.2,9.39,7.2,7.84,7.47,8.1,7.0,7.04,6.475,6.845,6.455,6.61,CLEAN,2026-04-16 20:05,nan,v1
ATPC,2026-03-27,65.85,-138.66,38.36,53.69,1.94,1.05,-1.79,5.21,2386572.0,3030000.0,238.53,-11.92,-97.64,3.03,35.65,3.29,2.57,28.02,14:57,3.05,2.94,-2.97,-18.48,4,1,1,0,2386572.0,3030000.0,238.53,-11.92,-97.64,-138.66,1.05,2.19,2.23,3.44,2.17,2.9367,0.6553,128.25,2276598.0,433214.0,1000540.0,1.94,46.12,-1.79,8.97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-12.87,nan,nan,nan,nan,nan,nan,nan,nan,79.92,58.16,40.64,81.97,40.25,53.68,54.67,67.74,nan,3.2,2510200.0,5.61,nan,nan,nan,2.64,3.59,2.57,3.27,2.92,3.05,2.55,2.63,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.67,2.79,2.52,2.52,2.47,3.47,2.47,3.17,3.1,3.1,3.1,3.1,CLEAN,2026-04-16 20:05,nan,v1
NXTT,2026-03-27,77.0,-149.11,70.0,44.83,2.22,100,-5.41,11.91,12193898.0,11650000.0,249.74,-10.19,-99.75,2.38,61.15,2.6,2.0,30.0,13:15,2.38,1.83,-23.11,-31.93,2,1,1,1,12193898.0,11650000.0,249.74,-10.19,-99.75,-149.11,8.62,1.4,1.48,2.66,1.35,2.07,0.5914,960.0,1415256.0,74134310.0,76264374.0,2.22,57.14,-5.41,6.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-8.82,nan,nan,nan,nan,nan,nan,nan,nan,88.58,67.98,61.38,95.31,58.38,70.16,76.77,79.74,nan,2.2,12741900.0,-7.56,nan,nan,nan,2.17,2.81,1.85,2.01,1.95,2.16,1.62,2.05,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.95,2.67,1.94,2.1,2.1,2.27,1.92,2.01,2.04,2.3,1.95,1.99,CLEAN | REL_VOL_CAPPED_from_110.09,2026-04-16 20:05,nan,v1
RBNE,2026-03-27,38.02,-477.98,-4.23,51.32,0.59,11.6,22.64,-2.1,16202081.0,6980000.0,230.74,-8.79,-97.98,2.49,17.52,2.7,2.44,7.57,10:56,2.45,2.09,-16.06,-18.47,3,1,1,0,16202081.0,6980000.0,230.74,-8.79,-97.98,-477.98,2.86,2.62,2.12,2.73,2.41,2.5367,0.5465,123.25,5674403.0,2487026.0,7021760.0,0.59,-5.73,23.58,-2.63,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.42,nan,nan,nan,nan,nan,nan,nan,nan,55.28,33.55,11.74,47.32,25.86,14.11,50.28,30.87,nan,2.47,16970300.0,-0.8,nan,nan,nan,2.6,2.97,2.44,2.53,2.48,2.5,2.16,2.45,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.23,2.29,2.03,2.09,2.34,2.45,2.09,2.15,2.08,2.19,2.08,2.12,CLEAN,2026-04-16 20:05,nan,v1
SST,2026-03-27,98.24,-740.53,154.61,62.97,6.31,100,2.92,10.23,83186634.0,35530000.0,1029.09,-24.42,-76.07,3.59,162.04,4.65,2.03,129.06,14:16,3.91,3.09,-13.93,-22.28,2,1,1,1,83186634.0,35530000.0,1029.09,-24.42,-76.07,-740.53,37.74,1.41,1.37,4.75,1.41,3.16,0.5296,15.0,2204466.0,4498870.0,8083497.0,6.31,135.46,2.92,5.06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-11.42,nan,nan,nan,nan,nan,nan,nan,nan,100.0,100.0,90.39,100.0,100.0,80.46,80.0,100.0,nan,3.32,89537900.0,-7.52,nan,nan,nan,3.18,4.47,3.0,3.14,4.04,4.17,2.79,3.02,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.19,5.8,3.12,5.22,4.35,5.6,3.45,3.57,3.425,4.07,3.425,3.68,SUSPICIOUS | REL_VOL_CAPPED_from_5258.32,2026-04-16 20:05,nan,v1
ASTC,2026-03-30,87.83,-5820.29,40.31,83.02,8.74,100,32.92,-3.21,104207898.0,7780000.0,5924.43,-31.79,-44.82,4.42,86.5,6.38,2.88,105.14,08:53,2.91,3.72,-15.84,-27.6,5,1,1,1,104207898.0,7780000.0,5924.43,-31.79,-44.82,-5820.29,50.35,3.17,2.37,6.48,2.8,4.6433,0.421,8.01,2069593.0,1318078.0,1758953.0,8.74,46.69,33.76,0.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.2,nan,nan,nan,nan,nan,nan,nan,nan,100.0,90.0,77.75,95.0,75.34,60.0,80.0,85.0,nan,4.65,113718200.0,5.2,nan,nan,nan,4.19,5.6,4.02,5.23,6.2,6.45,3.6,4.45,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.58,4.88,3.67,3.98,3.95,3.95,3.36,3.4,4.06,4.19,3.2,3.37,CLEAN | REL_VOL_CAPPED_from_8819.97,2026-04-16 20:05,nan,v1
AXTI,2026-03-30,17.14,62.75,-18.37,54.5,2.55,2.46,6.7,-8.75,20661359.0,2929006592.0,37.18,-26.13,-26.13,52.81,-12.9,70.47,49.4,0.0,12:02,53.55,54.35,2.92,-24.82,5,1,1,1,20661359.0,2929006592.0,37.18,-26.13,-26.13,62.75,2.14,64.8,60.63,71.49,49.31,57.8433,8.71,71.49,9636270.0,45255957.0,55578599.0,2.55,-18.63,6.88,-8.84,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.75,nan,nan,nan,nan,nan,nan,nan,nan,10.2,10.62,11.16,6.38,7.65,10.2,15.12,12.75,nan,52.73,20986200.0,-0.15,nan,nan,nan,54.26,57.8,50.21,56.98,58.8,60.45,46.87,47.14,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44.52,53.0,42.1,52.84,49.365,49.49,39.74,41.98,49.37,49.59,39.7,41.99,CLEAN,2026-04-16 20:05,nan,v1
EEIQ,2026-03-30,52.36,-1489.73,-23.89,75.34,2.99,100,51.72,-8.48,23530318.0,11930000.0,1590.45,-28.04,-71.05,8.06,15.47,11.04,7.18,0.91,10:07,9.18,7.03,-12.78,-16.87,3,1,1,0,23530318.0,11930000.0,1590.45,-28.04,-71.05,-1489.73,9.73,10.51,6.98,11.21,7.15,8.85,1.3561,27.84,2417203.0,849606.0,1479479.0,2.99,-22.07,50.57,-7.46,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-8.81,nan,nan,nan,nan,nan,nan,nan,nan,64.54,43.43,21.95,52.63,32.58,23.51,39.54,42.53,nan,8.19,23857100.0,1.61,nan,nan,nan,7.35,9.48,7.3,8.9,8.7,11.23,8.7,10.58,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.39,11.8,6.7,7.25,8.145,8.98,8.145,8.98,7.19,9.0,7.01,8.23,CLEAN | REL_VOL_CAPPED_from_565.21,2026-04-16 20:05,nan,v1
ELAB,2026-03-30,47.51,-21950.46,-11.11,36.71,2.21,100,142.51,-6.01,118827482.0,1940000.0,21945.71,-26.23,-99.23,3.6,115.57,4.81,3.06,15.62,11:11,3.24,4.76,32.22,-2.22,1,0,0,0,118827482.0,1940000.0,21945.71,-26.23,-99.23,-21950.46,23.25,4.06,1.67,4.88,3.01,3.8167,0.8478,467.3684,5110277.0,1157420.0,1936771.0,2.21,-12.32,143.11,-6.73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.72,nan,nan,nan,nan,nan,nan,nan,nan,68.84,44.21,39.67,65.53,53.6,23.84,43.84,46.05,nan,3.56,121411900.0,-1.11,nan,nan,nan,3.95,6.5,3.52,5.99,7.0,14.0,6.56,14.0,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.23,6.91,4.7,5.72,4.85,5.1,3.77,3.84,4.87,5.1,3.7,3.84,CLEAN | REL_VOL_CAPPED_from_519.29,2026-04-16 20:05,nan,v1
MKDW,2026-03-30,38.15,80.61,14.55,65.32,3.02,7.6,14.35,-9.13,928297.0,30160000.0,26.16,-30.0,-82.5,6.3,30.98,7.76,5.57,39.32,10:14,5.98,7.14,13.33,-10.16,1,1,0,0,928297.0,30160000.0,26.16,-30.0,-82.5,80.61,4.31,5.5,4.81,9.0,5.5,6.95,1.1603,19.5,215482.0,647268.0,3548665.0,3.02,15.45,14.35,-8.63,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.81,nan,nan,nan,nan,nan,nan,nan,nan,26.94,25.43,26.78,32.43,23.56,25.57,44.57,32.39,nan,6.35,983700.0,0.79,nan,nan,nan,6.06,7.15,5.66,6.18,6.21,7.09,6.21,7.01,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.27,7.61,6.67,6.99,6.64,6.64,6.64,6.64,6.85,7.2,6.62,6.8,CLEAN,2026-04-16 20:05,nan,v1
QNTM,2026-03-30,24.43,47.54,-15.94,56.36,3.21,16.45,5.87,-13.16,2233803.0,18076284.0,53.02,-34.39,-88.9,4.24,-11.01,6.35,3.96,14.21,12:04,4.78,3.88,-8.49,-16.51,5,1,1,0,2233803.0,18076284.0,53.02,-34.39,-88.9,47.6,7.39,5.05,4.77,6.47,3.95,4.9,0.786,38.25,302356.0,5247679.0,5829223.0,3.21,-15.25,5.87,-12.65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.47,nan,nan,nan,nan,nan,nan,nan,nan,12.84,13.38,14.04,8.03,9.63,12.84,32.84,16.05,nan,4.28,2256000.0,0.94,nan,nan,nan,4.22,4.86,3.81,4.83,5.08,6.21,4.4,4.41,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.45,4.6,3.87,3.98,3.6,3.71,3.56,3.59,3.92,3.95,3.54,3.58,CLEAN,2026-04-16 20:05,nan,v1
RBNE,2026-03-30,10.79,8.97,-4.23,51.59,0.95,4.57,5.26,-5.44,6391936.0,17484182.0,91.03,-16.16,-97.98,2.49,0.81,2.97,2.44,3.85,10:03,2.87,2.09,-16.06,-18.47,2,1,1,0,6391936.0,17484182.0,91.03,-16.16,-97.98,8.97,1.13,2.6,2.47,2.97,2.435,2.645,0.5653,123.25,5674403.0,2487026.0,7021760.0,0.95,-2.69,5.26,-4.35,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.4,nan,nan,nan,nan,nan,nan,nan,nan,3.93,4.01,4.36,2.65,3.04,3.88,13.08,4.88,nan,2.53,6621600.0,1.61,nan,nan,nan,2.48,2.5,2.16,2.45,2.23,2.29,2.03,2.09,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.34,2.45,2.09,2.15,2.08,2.19,2.08,2.12,2.1,2.21,2.06,2.11,CLEAN,2026-04-16 20:05,nan,v1
SGML,2026-03-30,18.28,82.34,-8.1,51.59,2.52,4.93,23.9,-6.47,19655890.0,1325469312.0,17.65,-19.42,-29.44,11.91,13.86,14.48,11.51,5.54,10:40,12.12,14.55,22.17,-4.45,1,0,0,0,19655890.0,1325469312.0,17.65,-19.42,-29.44,82.34,4.42,12.96,10.46,14.78,11.51,12.7367,1.2969,16.88,4448920.0,58670379.0,111402979.0,2.52,-8.02,23.9,-6.41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.94,nan,nan,nan,nan,nan,nan,nan,nan,12.39,11.37,14.49,10.92,10.79,11.47,22.25,14.91,nan,11.92,20375000.0,0.08,nan,nan,nan,11.56,13.74,11.38,12.34,12.63,13.21,11.63,11.83,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.37,14.49,12.13,14.37,13.94,14.77,13.415,14.525,14.37,14.78,13.4,14.51,CLEAN,2026-04-16 20:05,nan,v1
SST,2026-03-30,27.19,-40.76,-1.08,59.49,2.43,100,-4.22,-11.1,14226528.0,31793414.0,175.99,-29.63,-79.03,3.15,-5.25,4.35,3.02,9.3,14:32,3.02,3.09,-1.9,-11.43,1,1,0,0,14226528.0,31793414.0,175.99,-29.63,-79.03,-40.95,6.45,3.18,3.32,4.47,3.0,3.5367,0.605,15.0,2204466.0,4498870.0,8083497.0,2.43,-1.26,-4.22,-11.22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.25,nan,nan,nan,nan,nan,nan,nan,nan,23.31,14.2,11.04,16.94,9.33,11.76,13.8,17.25,nan,3.14,14332000.0,-0.32,nan,nan,nan,4.04,4.17,2.79,3.02,3.19,5.8,3.12,5.22,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.35,5.6,3.45,3.57,3.425,4.07,3.425,3.68,3.4,4.18,3.36,3.7,CLEAN | REL_VOL_CAPPED_from_899.27,2026-04-16 20:05,nan,v1
