Ticker,ScanDate,Score,ScanPrice,ScanChange%,MxV,RunUp,RSI,ATRX,REL_VOL,Gap,TypicalPriceDist,PriceToHigh,PriceTo52WHigh,Float%,Volume_raw,MarketCap_raw,AvgVolume_raw,FloatShares_raw,SharesOutstanding_raw,Open_price_raw,PrevClose_raw,High_today_raw,Low_today_raw,TypicalPrice_raw,ATR14_raw,Week52High_raw,MxV_calc,REL_VOL_calc,RunUp_calc,Gap_calc,ATRX_calc,TypicalPriceDist_calc,cat_merger_acquisition,cat_fda_approval,cat_clinical_trial,cat_marketing_announcement,cat_earnings_report,cat_regulatory_compliance,cat_lawsuit,cat_share_dilution,cat_reverse_split,cat_no_clear_reason,MaxDrop%,BestDay,TP10_Hit,TP15_Hit,TP20_Hit,D1_Gap%,SL_Hit_D5,IntraDay_SL,FirstScanTime,LastScanTime,ScanCount,ScoreAtFirst,ScoreAtLast,ScoreMax,ScoreMin,ScoreStd,audit_flag,IntraHigh,IntraLow,PeakScoreTime,PeakScorePrice,PeakScore,DayRunUp%,D0_Close,D0_Volume,D0_Drop%,IntraDay_TP10,SL_Hit_D0,MinToClose,D1_Open,D1_High,D1_Low,D1_Close,D0_Open,D0_High,D0_Low,D0_Drop%_from_High,Price_vs_SMA20,Consecutive_Up,RealFloat,RealFloat_M,Sector,Industry,MarketCapCategory,DaysSinceIPO,score_version,D2_Open,D2_High,D2_Low,D2_Close,D3_Open,D3_High,D3_Low,D3_Close,D4_Open,D4_High,D4_Low,D4_Close,D5_Open,D5_High,D5_Low,D5_Close
ERNA,2026-05-06,72.27,6.27,57.14,-5228.4,7.27,98.6,5.97,100.0,54.22,1.16,-18.57,-18.57,70.14,62122202,7310000,74618,817980.0,1166177,5.845,3.79,7.7,4.625,6.1983,0.5147,7.7,-5228.4,100.0,7.27,54.22,5.97,1.16,0,0,0,0,0,0,0,0,0,0,2.23,2.0,0.0,0.0,0.0,4.63,1.0,1.0,08:45,14:59,285,68.33,72.27,99.74,56.48,11.45,CLEAN,7.58,4.62,13:01,7.58,99.74,25.29,6.1,258576.0,-2.71,1,1,119,6.56,8.47,6.42,7.8,5.845,7.7,4.625,-20.78,621.44,0,818089.0,0.82,Healthcare,Biotechnology,Micro,12668,v2,7.56,8.09,6.41,7.46,7.09,7.73,7.09,7.41,7.49,15.75,7.49,12.1,14.37,14.37,11.84,12.17
OSS,2026-05-06,63.14,15.55,59.18,34.63,35.22,78.85,4.89,10.88,17.59,9.83,-4.25,-4.25,86.97,16192354,385190000,1487811,21540404.0,24769017,11.5,9.78,16.24,10.685,14.1583,1.135,16.24,34.63,10.88,35.22,17.59,4.89,9.83,0,0,0,0,0,0,0,0,0,0,-7.17,1.0,0.0,0.0,0.0,0.26,0.0,0.0,08:45,14:59,285,14.59,63.14,66.7,14.59,8.73,CLEAN,16.22,11.28,12:28,16.08,66.7,43.79,15.33,244336.0,-1.41,1,0,152,15.59,16.59,14.44,15.09,11.5,16.24,10.685,-5.6,57.19,1,21540404.0,21.54,Technology,Computer Hardware,Small,3015,v2,15.51,16.08,14.89,15.62,15.45,16.45,14.94,15.92,16.13,16.98,14.66,15.53,15.23,15.96,14.79,15.87
PMAX,2026-05-06,94.0,4.68,120.75,-4168.14,65.37,81.35,5.91,100.0,32.86,16.81,-1.27,-9.83,0.0,44323019,4860000,381337,,1037171,2.83,2.13,4.74,2.6,4.0067,0.3619,5.19,-4168.14,100.0,65.37,32.86,5.91,16.8,0,0,0,0,0,0,0,0,0,0,-52.67,3.0,1.0,1.0,1.0,-13.25,0.0,0.0,08:45,14:59,285,42.91,94.0,94.0,39.26,18.1,CLEAN,4.68,2.61,14:21,3.88,94.0,63.07,4.15,326193.0,-11.32,1,0,39,4.06,4.2,3.22,4.19,2.83,4.74,2.6,-12.45,134.77,0,,,Financial Services,Capital Markets,Micro,607,v2,4.02,4.29,3.82,4.0,3.48,3.48,2.21,2.62,2.61,2.83,2.61,2.73,2.8,3.61,2.77,3.38
STFS,2026-05-06,99.35,7.9,96.03,-428.92,51.34,92.7,8.61,67.65,33.85,7.48,-11.53,-11.53,26.76,6313609,9430000,93322,310771.0,1161250,5.22,3.9,8.93,5.22,7.35,0.4307,8.93,-428.92,67.65,51.34,33.85,8.61,7.48,0,0,0,0,0,0,0,0,0,0,-17.47,1.0,1.0,1.0,0.0,-17.47,1.0,1.0,11:39,14:59,132,31.58,99.35,100.0,13.55,26.97,CLEAN,8.89,4.83,14:21,8.6,100.0,84.06,7.82,45737.0,-1.01,1,1,39,6.52,8.02,6.52,8.02,5.22,8.93,5.22,-12.43,93.44,0,310771.0,0.31,Communication Services,Advertising Agencies,Micro,571,v2,8.61,18.53,8.61,10.29,10.12,10.12,10.12,10.12,10.12,10.12,10.12,10.12,10.13,10.14,10.13,10.14
AGL,2026-05-07,67.04,61.25,119.93,77.98,39.55,86.98,4.1,10.96,57.99,9.19,-3.66,-3.66,64.45,3667768,1020000000,334686,10737991,16659819,43.89,27.78,63.58,43.455,56.095,4.9135,63.58,77.98,10.96,39.55,57.99,4.1,9.19,0,0,0,0,0,0,0,0,0,0,-15.43,1.0,1.0,1.0,0.0,-0.33,1.0,1.0,08:45,14:58,223,14.65,67.04,67.04,14.18,13.82,CLEAN,63.49,42.98,14:58,61.25,67.04,44.33,60.49,88839.0,-1.24,1,0,2,61.05,61.05,51.8,53.99,43.89,63.58,43.455,-4.86,114.51,1.0,10803919.0,10.8,Healthcare,Medical Care Facilities,Small,1847.0,v2,54.95,59.78,52.62,59.49,59.16,71.86,59.16,69.61,68.21,73.56,68.21,71.89,71.41,79.27,71.41,78.77
APT,2026-05-07,65.64,6.49,38.14,90.19,25.78,86.89,7.56,27.63,4.88,7.18,-0.69,-0.69,77.54,999609,66129999,36181,7922021,10216932,5.16,4.92,6.535,5.14,6.055,0.1844,6.535,90.19,27.63,25.78,4.88,7.57,7.18,0,0,0,0,0,0,0,0,0,0,-8.78,5.0,0.0,0.0,0.0,4.55,1.0,1.0,09:38,14:58,179,20.35,65.64,66.92,19.75,12.35,CLEAN,6.53,5.41,14:38,6.53,66.92,20.26,6.47,20120.0,-0.31,1,0,22,6.79,6.81,5.92,6.39,5.16,6.535,5.14,-0.99,37.67,2.0,7922021.0,7.92,Industrials,Building Products & Equipment,Micro,9941.0,v2,7.24,7.41,6.55,6.62,6.66,6.7,6.13,6.22,6.0,6.1,5.95,6.1,6.0,6.0,5.92,5.92
ATRA,2026-05-07,94.0,11.73,127.77,-740.52,50.1,84.77,7.08,100.0,51.16,14.35,-4.21,-37.74,63.97,71548490,99850000,228454,5445070,8512272,7.815,5.17,12.245,6.8,10.2583,0.7687,18.84,-740.52,100.0,50.1,51.16,7.08,14.35,0,0,0,0,0,0,0,0,0,0,-32.91,1.0,1.0,1.0,1.0,-17.31,0.0,0.0,08:45,14:58,223,32.01,94.0,97.0,31.22,23.65,CLEAN,12.2,6.92,12:33,10.54,97.0,62.88,9.915,624579.0,-15.47,1,0,147,9.7,9.7,7.87,8.46,7.815,12.245,6.8,-19.03,89.24,1.0,4737278.0,4.74,Healthcare,Biotechnology,Micro,4220.0,v2,8.9,9.03,8.04,8.84,9.36,10.53,9.07,9.76,9.34,10.5,9.16,10.41,10.49,10.49,9.35,9.55
ERNA,2026-05-07,65.48,7.51,24.34,-747.26,14.48,98.95,3.17,8.8,7.54,0.6,-11.33,-11.33,70.14,9871484,8750000,1121224,817980,1166177,6.56,6.1,8.47,6.415,7.465,0.6473,8.47,-747.26,8.8,14.48,7.54,3.17,0.6,0,0,0,0,0,0,0,0,0,0,-14.65,1.0,1.0,0.0,0.0,0.67,1.0,1.0,09:28,14:58,185,52.37,65.48,87.52,18.33,18.3,CLEAN,8.43,6.72,14:30,8.43,87.52,19.57,7.8,19155.0,3.86,1,1,30,7.56,8.09,6.41,7.46,6.56,8.47,6.415,-7.91,536.63,1.0,818089.0,0.82,Healthcare,Biotechnology,Micro,12669.0,v2,7.09,7.73,7.09,7.41,7.49,15.75,7.49,12.1,14.37,14.37,11.84,12.17,11.38,11.45,9.7,9.7
LIFE,2026-05-07,63.76,30.85,33.43,96.82,27.03,94.99,5.0,4.32,4.54,5.62,-5.05,-5.05,84.43,1998358,1940000000,462455,25997230,30790388,24.285,23.23,32.49,24.285,29.2083,1.6425,32.49,96.82,4.32,27.03,4.54,5.0,5.62,0,0,0,0,0,0,0,0,0,0,-28.56,5.0,1.0,1.0,1.0,-4.28,0.0,0.0,08:49,14:58,220,34.98,63.76,69.07,34.98,7.7,CLEAN,32.32,27.0,10:35,32.09,69.07,19.7,30.605,69322.0,-0.79,1,0,265,29.53,31.94,29.46,29.77,24.285,32.49,24.285,-5.8,72.56,4.0,19902236.0,19.9,Financial Services,Insurance Brokers,Mid+,97.0,v2,29.13,30.61,27.16,29.84,29.75,29.75,25.44,25.61,26.06,26.06,23.26,24.41,22.17,23.42,22.04,22.51
CODX,2026-05-08,72.31,2.6,34.72,-161.18,20.93,78.33,5.06,7.86,11.4,7.36,-4.94,-57.34,97.13,9402628,9360000,1196775,3499254,3602465,2.15,1.93,2.735,1.93,2.4217,0.159,6.095,-161.18,7.86,20.93,11.4,5.06,7.36,0,0,0,0,0,0,0,0,0,0,-50.38,5.0,1.0,1.0,1.0,-2.31,0.0,0.0,11:27,14:59,126,31.39,72.31,75.25,31.39,9.79,CLEAN,2.68,2.22,14:55,2.66,75.25,20.72,2.53,83734.0,-2.69,1,0,5,2.54,2.6,1.85,1.89,2.15,2.735,1.93,-7.5,53.26,2.0,3499254.0,3.5,Healthcare,Medical Devices,Micro,3221.0,v2,1.92,1.93,1.68,1.71,1.68,1.71,1.52,1.58,1.64,1.64,1.5,1.64,1.46,1.46,1.29,1.29
RXT,2026-05-08,65.41,5.51,56.53,40.61,42.93,89.38,4.26,4.96,8.9,8.32,-8.17,-8.17,44.08,146578452,1360000000,29546083,109858082,249222499,3.855,3.54,6.0,3.75,5.0867,0.5281,6.0,40.61,4.96,42.93,8.9,4.26,8.32,0,0,0,0,0,0,0,0,0,0,-15.34,1.0,1.0,1.0,0.0,1.09,1.0,1.0,08:55,14:59,247,33.96,65.41,68.23,25.12,11.25,CLEAN,5.99,4.19,12:00,5.83,68.23,35.83,5.49,1942635.0,-0.36,1,0,180,5.57,5.72,4.67,4.71,3.855,6.0,3.75,-8.5,191.02,1.0,102520167.0,102.52,Technology,Software - Infrastructure,Small,2101.0,v2,4.76,6.34,4.76,6.34,6.0,6.71,5.57,5.76,5.63,7.65,5.36,7.3,6.75,7.32,5.79,5.82
WOK,2026-05-11,100.0,2.84,121.89,-9277.74,84.42,96.52,13.05,100.0,15.79,23.35,-26.71,-60.83,99.96,114249904,3460000,31391,1218758,1219255,1.54,1.33,3.875,0.192,2.3023,0.2822,7.25,-9277.74,100.0,84.42,15.79,13.05,23.35,0,0,0,0,0,0,0,0,0,0,-88.2,5.0,1.0,1.0,1.0,-13.38,1.0,1.0,14:48,14:59,10,100.0,100.0,100.0,100.0,0.0,SUSPICIOUS,3.01,2.18,14:48,2.28,100.0,32.02,4.06,834134.0,42.96,1,0,12,2.46,6.95,1.89,5.42,1.54,4.06,0.192,0.0,193.67,0,1218758.0,1.22,Healthcare,Medical Devices,Micro,625,v2,1.27,3.75,1.27,2.74,2.21,2.28,1.29,1.32,1.05,1.05,0.59,0.66,0.5,0.52,0.34,0.38
AEHL,2026-05-12,86.52,2.23,56.29,-887.89,81.3,81.99,3.9,6.69,-13.38,12.15,-10.98,-72.77,50.36,48065717,10850000,7183735,1312247,2605958,1.23,1.42,2.505,1.23,1.9883,0.327,8.19,-887.89,6.69,81.3,-13.38,3.9,12.16,0,0,0,0,0,0,0,0,1,0,10.76,2.0,0.0,0.0,0.0,35.2,1.0,1.0,10:12,14:59,280,76.0,86.52,88.98,55.45,6.98,SUSPICIOUS,2.5,2.0,13:34,2.2,88.98,17.92,2.1,175015.0,-5.83,1,1,86,3.02,4.09,2.65,3.53,1.23,2.505,1.23,-16.17,188.0,3.0,1495251.0,1.5,Industrials,Building Products & Equipment,Micro,6720.0,v2,5.14,5.68,2.47,4.54,3.75,5.03,3.6,3.67,3.69,4.32,3.61,3.77,3.49,4.09,3.38,3.67
BWEN,2026-05-12,65.0,4.02,97.83,38.35,65.77,76.69,6.66,85.56,17.15,10.54,-12.23,-12.23,86.41,14414261,93990000,168461,20222745,23404116,2.425,2.07,4.58,2.31,3.6367,0.341,4.58,38.35,85.56,65.77,17.15,6.66,10.54,1,0,0,0,0,0,0,0,0,0,-12.94,5.0,1.0,0.0,0.0,0.75,1.0,1.0,08:48,14:59,371,6.66,65.0,65.0,6.56,16.63,CLEAN,4.06,2.36,13:57,3.43,65.0,70.59,4.385,281866.0,9.08,1,0,63,4.05,4.72,3.61,3.86,2.425,4.58,2.31,-4.26,74.93,0.0,20222745.0,20.22,Industrials,Specialty Industrial Machinery,Micro,7487.0,v2,3.92,4.34,3.67,3.88,3.71,4.85,3.71,4.51,4.29,4.31,3.69,3.81,3.7,3.84,3.5,3.59
ERNA,2026-05-12,89.38,11.31,56.87,-1505.81,51.0,96.14,6.55,13.93,1.15,-1.79,-28.19,-28.19,70.14,18727375,13190000,1343992,817980,1166177,7.49,7.405,15.75,7.49,11.5167,1.2602,15.75,-1505.81,13.93,51.0,1.15,6.55,-1.79,0,0,1,1,0,0,0,1,1,0,-17.33,3.0,1.0,1.0,0.0,27.06,1.0,1.0,08:53,14:59,366,33.71,89.38,99.18,33.71,12.55,SUSPICIOUS,15.6,8.4,12:29,13.17,99.18,85.71,12.1,103000.0,6.98,1,1,151,14.37,14.37,11.84,12.17,7.49,15.75,7.49,-23.17,375.65,0.0,818089.0,0.82,Healthcare,Biotechnology,Micro,12674.0,v2,11.38,11.45,9.7,9.7,9.35,14.92,9.35,13.62,13.66,13.66,11.68,11.73,11.24,11.24,11.24,11.24
TDIC,2026-05-12,94.0,2.63,152.98,-1381.51,45.71,81.1,5.05,69.35,67.13,14.35,-8.04,-66.5,22.52,109733212,19480000,1582270,6216296,27601702,1.805,1.08,2.86,1.41,2.3,0.2871,7.85,-1381.51,69.35,45.71,67.13,5.05,14.35,0,0,0,1,0,1,0,0,0,0,-78.32,5.0,1.0,1.0,1.0,14.45,1.0,1.0,10:32,14:59,219,65.17,94.0,94.0,36.14,15.64,CLEAN,2.74,2.0,14:24,2.41,94.0,37.0,2.335,649710.0,-11.22,1,0,36,3.01,29.99,2.93,22.82,1.805,2.86,1.41,-18.36,123.22,0.0,6216296.0,6.22,Communication Services,Advertising Agencies,Micro,292.0,v2,21.56,21.8,0.88,0.88,1.55,1.75,0.7,1.04,0.8,0.95,0.67,0.71,0.63,0.65,0.57,0.58
WOK,2026-05-12,99.53,6.05,54.34,-4703.26,145.93,98.02,7.95,23.1,-39.41,21.93,-12.89,-16.55,99.96,58591821,7380000,2536463,1218758,1219255,2.46,4.06,6.945,1.89,4.9617,0.6355,7.25,-4703.26,23.1,145.93,-39.41,7.95,21.93,0,0,0,1,0,1,0,1,1,0,-96.41,5.0,1.0,1.0,1.0,-79.01,0.0,0.0,13:14,14:59,106,97.19,99.53,100.0,65.47,11.92,SUSPICIOUS,6.81,4.26,14:19,6.39,100.0,37.58,5.415,497083.0,-10.5,1,1,41,1.27,3.75,1.27,2.74,2.46,6.945,1.89,-22.03,239.55,1.0,1218758.0,1.22,Healthcare,Medical Devices,Micro,626.0,v2,2.21,2.28,1.29,1.32,1.05,1.05,0.59,0.66,0.5,0.52,0.34,0.38,0.26,0.29,0.22,0.24
AEHL,2026-05-13,71.42,3.48,64.92,-1377.01,15.42,90.3,3.22,8.95,43.57,2.15,-14.91,-57.51,50.36,71686151,16890000,8012216,1312247,2605958,3.015,2.1,4.09,2.65,3.4067,0.4466,8.19,-1377.01,8.95,15.42,43.57,3.22,2.15,0,0,0,0,0,0,0,0,1,0,-29.02,1.0,1.0,1.0,1.0,47.84,1.0,1.0,08:45,14:59,368,45.53,71.42,90.78,41.6,13.13,CLEAN,4.15,2.65,14:45,4.15,90.78,35.62,3.53,213494.0,1.44,1,1,15,5.14,5.68,2.47,4.54,3.015,4.09,2.65,-13.69,305.4,4.0,1495251.0,1.5,Industrials,Building Products & Equipment,Micro,6721.0,v2,3.75,5.03,3.6,3.67,3.69,4.32,3.61,3.77,3.49,4.09,3.38,3.67,3.67,3.67,2.81,2.94
AIIO,2026-05-13,99.59,2.59,101.95,-300.02,79.86,93.07,5.65,13.77,14.74,14.43,-6.16,-24.71,51.68,78258111,50670000,5681508,9284938,17966028,1.44,1.255,2.76,1.44,2.2633,0.2335,3.44,-300.02,13.77,79.86,14.74,5.65,14.43,1,0,0,1,0,0,0,0,0,0,26.45,1.0,0.0,0.0,0.0,67.18,1.0,1.0,10:23,14:59,270,69.72,99.59,99.59,69.72,7.61,CLEAN,2.73,2.03,14:58,2.58,99.59,34.48,2.595,576339.0,0.19,1,0,2,4.33,9.12,3.27,5.59,1.44,2.76,1.44,-5.98,220.82,3.0,9284938.0,9.28,Consumer Cyclical,Auto Manufacturers,Micro,2244.0,v2,4.31,5.46,3.48,4.01,4.5,6.32,4.29,5.55,5.22,5.35,4.01,4.23,3.81,4.26,3.69,3.77
BESS,2026-05-13,62.81,3.45,39.68,84.36,35.29,69.85,5.08,13.51,6.69,9.06,-1.15,-9.92,39.21,1105941,24400000,81865,2772944,7072573,2.55,2.39,3.49,2.55,3.1633,0.1851,3.83,84.36,13.51,35.29,6.69,5.08,9.06,0,0,0,0,0,0,0,0,0,1,-5.8,3.0,0.0,0.0,0.0,-1.45,1.0,1.0,09:18,14:59,335,33.31,62.81,62.81,22.3,8.83,CLEAN,3.52,2.8,14:59,3.45,62.81,18.52,3.42,27183.0,-0.87,1,0,1,3.4,3.9,3.26,3.85,2.55,3.49,2.55,-2.01,23.5,0.0,2772944.0,2.77,Utilities,Utilities - Renewable,Micro,8105.0,v2,3.53,3.89,3.37,3.58,3.64,3.69,3.25,3.38,3.35,3.73,3.35,3.38,3.55,4.2,3.5,4.14
MEI,2026-05-13,69.75,13.99,49.47,66.94,41.74,88.06,6.8,23.76,5.11,6.9,-9.92,-9.92,98.6,11711671,495670000,492838,34932624,35430421,9.87,9.39,15.53,9.74,13.0867,0.851,15.53,66.94,23.76,41.74,5.11,6.8,6.9,0,0,0,0,1,0,0,0,0,0,-29.38,3.0,1.0,1.0,1.0,-2.22,0.0,0.0,10:39,14:59,254,26.3,69.75,74.99,26.3,12.87,CLEAN,15.51,10.77,14:11,14.96,74.99,44.01,13.9,347655.0,-0.64,1,1,49,13.68,13.68,10.25,11.02,9.87,15.53,9.74,-10.5,61.87,0.0,34932624.0,34.93,Technology,Electronic Components,Small,15910.0,v2,10.81,10.81,10.15,10.55,10.74,10.85,9.88,10.52,10.4,10.46,10.07,10.18,10.26,10.89,10.23,10.88
TDIC,2026-05-13,100.0,21.26,800.85,-1245.32,606.31,98.18,12.07,27.8,28.91,17.72,-29.11,-29.11,22.52,99531826,157290000,3580770,6216296,27601702,3.01,2.335,29.99,2.93,18.06,2.2419,29.99,-1245.32,27.8,606.31,28.91,12.07,17.72,0,0,0,1,0,0,0,0,0,0,-97.32,4.0,1.0,1.0,1.0,1.41,0.0,0.0,08:45,14:59,368,38.29,100.0,100.0,30.33,18.55,SUSPICIOUS,27.92,2.93,13:04,6.41,100.0,767.08,22.82,754352.0,7.34,1,1,116,21.56,21.8,0.88,0.88,3.01,29.99,2.93,-23.91,946.58,1.0,6216296.0,6.22,Communication Services,Advertising Agencies,Micro,293.0,v2,1.55,1.75,0.7,1.04,0.8,0.95,0.67,0.71,0.63,0.65,0.57,0.58,0.64,0.66,0.58,0.59
AEHL,2026-05-14,69.44,4.98,37.57,-687.49,-3.21,92.61,4.98,4.16,45.75,13.79,-12.32,-39.19,50.36,38220216,24170000,9183912,1312247,2605958,5.145,3.53,5.68,2.47,4.3767,0.6447,8.19,-687.49,4.16,-3.21,45.75,4.98,13.78,0,0,0,0,0,0,0,0,0,0,-62.35,5.0,1.0,1.0,1.0,-24.8,0.0,0.0,08:45,14:59,316,48.93,69.44,79.55,17.12,19.73,CLEAN,5.68,2.47,12:37,5.68,79.55,9.86,4.54,93779.0,-8.84,1,1,143,3.75,5.03,3.6,3.67,5.145,5.68,2.47,-20.07,327.41,5.0,1495251.0,1.5,Industrials,Building Products & Equipment,Micro,6722.0,v2,3.69,4.32,3.61,3.77,3.49,4.09,3.38,3.67,3.67,3.67,2.81,2.94,2.46,2.46,1.88,2.0
AIIO,2026-05-14,90.0,6.01,130.27,-706.94,38.8,97.07,8.56,22.77,66.86,-2.04,-34.1,-34.1,51.68,158205056,117830000,6947113,9284938,17966028,4.33,2.595,9.12,3.275,6.135,0.6829,9.12,-706.94,22.77,38.8,66.86,8.56,-2.04,0,0,0,0,0,0,0,0,0,0,-54.08,5.0,1.0,1.0,1.0,-28.29,0.0,0.0,08:45,14:59,316,44.42,90.0,100.0,30.33,15.75,SUSPICIOUS,8.81,3.29,12:30,8.81,100.0,104.88,5.595,815811.0,-6.91,1,1,150,4.31,5.46,3.48,4.01,4.33,9.12,3.275,-38.65,430.96,4.0,9284938.0,9.28,Consumer Cyclical,Auto Manufacturers,Micro,2245.0,v2,4.5,6.32,4.29,5.55,5.22,5.35,4.01,4.23,3.81,4.26,3.69,3.77,3.38,3.68,2.76,3.08
